first_name,last_name,gender,email,cell,age,state,pokemon
Nino,Moreira,male,nino.moreira@example.com,(14) 2528-1323,38,São Paulo,rowlet
Bernardim,Rodrigues,male,bernardim.rodrigues@example.com,(48) 8313-7234,69,Santa Catarina,chikorita
Sisínio,Pinto,male,sisinio.pinto@example.com,(19) 4277-1334,75,São Paulo,treecko
Andreo,Ferreira,male,andreo.ferreira@example.com,(18) 9072-3944,76,São Paulo,chespin
Hugo,Fernandes,male,hugo.fernandes@example.com,(79) 4615-1894,59,Sergipe,snivy
Vivaldo,Viana,male,vivaldo.viana@example.com,(49) 2069-0514,56,Santa Catarina,turtwig
Berardo,da Mota,male,berardo.damota@example.com,(53) 7520-6946,64,Rio Grande do Sul,turtwig
Abraim,Cardoso,male,abraim.cardoso@example.com,(71) 1202-1871,58,Bahia,turtwig
Martinho,Nogueira,male,martinho.nogueira@example.com,(77) 0663-8915,32,Bahia,grookey
Mapril,Pereira,male,mapril.pereira@example.com,(74) 4293-0638,47,Bahia,grookey
Eurico,Cardoso,male,eurico.cardoso@example.com,(68) 7281-6596,25,Acre,grookey
Charbel,Rezende,male,charbel.rezende@example.com,(75) 8411-6980,45,Bahia,bulbasaur
Romário,Dias,male,romario.dias@example.com,(54) 3133-0877,60,Rio Grande do Sul,snivy
Secundino,Nascimento,male,secundino.nascimento@example.com,(42) 8711-0000,28,Paraná,rowlet
Luzio,Mendes,male,luzio.mendes@example.com,(18) 6377-1640,39,São Paulo,snivy
Selésio,de Souza,male,selesio.desouza@example.com,(81) 5717-9533,61,Pernambuco,snivy
Licínio,Costa,male,licinio.costa@example.com,(38) 4023-7912,51,Minas Gerais,snivy
Isauro,das Neves,male,isauro.dasneves@example.com,(46) 4763-3728,58,Paraná,turtwig
Rúben,Novaes,male,ruben.novaes@example.com,(32) 7107-3199,79,Minas Gerais,treecko
Rossano,Martins,male,rossano.martins@example.com,(21) 7134-8546,37,Rio de Janeiro,rowlet
Estácio,Duarte,male,estacio.duarte@example.com,(55) 1166-8597,40,Rio Grande do Sul,bulbasaur
Idalécio,da Mota,male,idalecio.damota@example.com,(22) 0934-8090,30,Rio de Janeiro,chespin
Randolfo,Duarte,male,randolfo.duarte@example.com,(28) 3522-7671,53,Espírito Santo,turtwig
Aldaír,Carvalho,male,aldair.carvalho@example.com,(95) 9931-1358,54,Roraima,bulbasaur
Gilberto,da Paz,male,gilberto.dapaz@example.com,(33) 3592-4210,35,Minas Gerais,chikorita
Fortunato,de Souza,male,fortunato.desouza@example.com,(98) 9162-8293,39,Maranhão,bulbasaur
Felismino,Pinto,male,felismino.pinto@example.com,(91) 6262-4353,49,Pará,chespin
Isac,Monteiro,male,isac.monteiro@example.com,(54) 2670-3066,53,Rio Grande do Sul,turtwig
Fredo,Gomes,male,fredo.gomes@example.com,(68) 5913-8647,36,Acre,grookey
Nadir,Pinto,male,nadir.pinto@example.com,(95) 3742-6454,38,Roraima,treecko
Paulino,Rezende,male,paulino.rezende@example.com,(31) 9861-0002,33,Minas Gerais,chespin
Heleno,Moraes,male,heleno.moraes@example.com,(69) 3318-6627,40,Rondônia,chespin
Ezequiel,Moraes,male,ezequiel.moraes@example.com,(97) 0408-7672,34,Amazonas,snivy
Nabor,Gomes,male,nabor.gomes@example.com,(99) 4183-1586,37,Maranhão,snivy
Teodomiro,Moreira,male,teodomiro.moreira@example.com,(73) 4146-3026,55,Bahia,rowlet
Herédia,Ribeiro,male,heredia.ribeiro@example.com,(86) 4174-3951,72,Piauí,grookey
Garcia,da Rosa,male,garcia.darosa@example.com,(97) 6880-8515,65,Amazonas,snivy
Marcus,da Mata,male,marcus.damata@example.com,(92) 4872-5052,34,Amazonas,treecko
Sebastião,da Cunha,male,sebastiao.dacunha@example.com,(49) 8385-8806,70,Santa Catarina,grookey
Tadeu,de Souza,male,tadeu.desouza@example.com,(81) 7789-7911,56,Pernambuco,chikorita
Gomes,Nogueira,male,gomes.nogueira@example.com,(96) 5777-0886,62,Amapá,chikorita
Remi,de Souza,male,remi.desouza@example.com,(55) 8585-5014,45,Rio Grande do Sul,snivy
Isidro,Silveira,male,isidro.silveira@example.com,(14) 4096-1235,31,São Paulo,bulbasaur
Roboredo,Farias,male,roboredo.farias@example.com,(34) 7923-9573,63,Minas Gerais,snivy
Áser,da Mata,male,aser.damata@example.com,(73) 8222-7983,35,Bahia,bulbasaur
Quirilo,Sales,male,quirilo.sales@example.com,(41) 1543-2628,29,Paraná,snivy
Vili,Barros,male,vili.barros@example.com,(16) 7343-7110,67,São Paulo,treecko
Ermitério,Pinto,male,ermiterio.pinto@example.com,(54) 4482-8765,78,Rio Grande do Sul,grookey
Nonato,Cavalcanti,male,nonato.cavalcanti@example.com,(91) 0517-9469,51,Pará,treecko
Cícero,Oliveira,male,cicero.oliveira@example.com,(84) 1531-2322,77,Rio Grande do Norte,chespin
Osmano,Barbosa,male,osmano.barbosa@example.com,(46) 6735-9633,75,Paraná,turtwig
Ercílio,Martins,male,ercilio.martins@example.com,(41) 1119-1011,70,Paraná,treecko
Heldo,Souza,male,heldo.souza@example.com,(16) 0012-8618,68,São Paulo,bulbasaur
Margarido,Aragão,male,margarido.aragao@example.com,(79) 2687-2877,71,Sergipe,bulbasaur
Lótus,Aragão,male,lotus.aragao@example.com,(44) 0250-4459,47,Paraná,turtwig
Dario,Castro,male,dario.castro@example.com,(44) 2501-7213,57,Paraná,chespin
Gabriel,Fernandes,male,gabriel.fernandes@example.com,(44) 0287-2869,76,Paraná,chikorita
Teodoro,Nunes,male,teodoro.nunes@example.com,(24) 0487-8279,42,Rio de Janeiro,chespin
Homero,Martins,male,homero.martins@example.com,(16) 0376-5296,60,São Paulo,turtwig
Anísio,Silveira,male,anisio.silveira@example.com,(13) 4816-1580,67,São Paulo,bulbasaur
Cecílio,da Cunha,male,cecilio.dacunha@example.com,(51) 5461-9989,43,Rio Grande do Sul,turtwig
Dario,Duarte,male,dario.duarte@example.com,(97) 5417-8912,47,Amazonas,chespin
Enrique,Moura,male,enrique.moura@example.com,(18) 8341-5497,31,São Paulo,chespin
Teodemiro,Cavalcanti,male,teodemiro.cavalcanti@example.com,(43) 7947-5247,68,Paraná,treecko
Arquimedes,Mendes,male,arquimedes.mendes@example.com,(87) 1313-9358,36,Pernambuco,turtwig
Arcanjo,Lopes,male,arcanjo.lopes@example.com,(22) 4147-5857,34,Rio de Janeiro,treecko
Múcio,Monteiro,male,mucio.monteiro@example.com,(51) 3187-3361,65,Rio Grande do Sul,bulbasaur
Lito,Duarte,male,lito.duarte@example.com,(77) 4664-7308,37,Bahia,chespin
Vilator,Nunes,male,vilator.nunes@example.com,(55) 1586-3789,61,Rio Grande do Sul,chespin
Ascenso,Novaes,male,ascenso.novaes@example.com,(71) 2847-5617,63,Bahia,rowlet
Jordão,Souza,male,jordao.souza@example.com,(87) 9047-2233,32,Pernambuco,snivy
Janardo,de Souza,male,janardo.desouza@example.com,(24) 4887-9244,74,Rio de Janeiro,snivy
Edo,Barbosa,male,edo.barbosa@example.com,(21) 8026-8614,70,Rio de Janeiro,bulbasaur
Aldónio,Almeida,male,aldonio.almeida@example.com,(99) 1592-3450,57,Maranhão,grookey
Everardo,Silveira,male,everardo.silveira@example.com,(34) 2381-2070,73,Minas Gerais,rowlet
Ginestal,Duarte,male,ginestal.duarte@example.com,(43) 9239-3741,32,Paraná,treecko
Luís Figo,Ribeiro,male,luisfigo.ribeiro@example.com,(98) 0049-6344,31,Maranhão,grookey
Axel,da Rocha,male,axel.darocha@example.com,(85) 7877-1382,72,Ceará,chespin
Gui,Nascimento,male,gui.nascimento@example.com,(49) 4397-9623,42,Santa Catarina,bulbasaur
Godofredo,da Cruz,male,godofredo.dacruz@example.com,(74) 6148-8546,28,Bahia,chikorita
